Date,Year,Month_name,Day,Hour,Weekday,Work Day,Seasons,Holiday,Functioning Day,Temp_c,Humidity,Humidity_cat,Wind_m_s,Wind_cat,Rain_mm,Rain_cat,Snow_cm,Snow_cat,Bike_count
2017-12-24,2017,Dec,24,9,Sunday,False,Winter,Holiday,Yes,4.6,94,Very High,0.9,Calm,6.4,Moderate,0.0,No Snow,3
2017-12-24,2017,Dec,24,10,Sunday,False,Winter,Holiday,Yes,4.8,96,Very High,0.6,Calm,0.0,No Rain,0.0,No Snow,4
2017-12-24,2017,Dec,24,11,Sunday,False,Winter,Holiday,Yes,4.6,95,Very High,0.8,Calm,0.0,No Rain,0.0,No Snow,9
2017-12-24,2017,Dec,24,12,Sunday,False,Winter,Holiday,Yes,4.1,91,Very High,0.8,Calm,9.5,Moderate,0.0,No Snow,4
2017-12-24,2017,Dec,24,13,Sunday,False,Winter,Holiday,Yes,3.7,90,Very High,0.7,Calm,0.0,No Rain,0.0,No Snow,7
2017-12-24,2017,Dec,24,14,Sunday,False,Winter,Holiday,Yes,3.3,90,Very High,2.5,Light,0.0,No Rain,0.0,No Snow,28
2017-12-24,2017,Dec,24,15,Sunday,False,Winter,Holiday,Yes,2.9,90,Very High,2.0,Calm,3.5,Light,0.0,No Snow,38
2017-12-24,2017,Dec,24,16,Sunday,False,Winter,Holiday,Yes,2.3,91,Very High,3.3,Light,0.0,No Rain,0.0,No Snow,54
2017-12-24,2017,Dec,24,17,Sunday,False,Winter,Holiday,Yes,2.2,86,Very High,2.6,Light,0.0,No Rain,0.0,No Snow,104
2017-12-24,2017,Dec,24,18,Sunday,False,Winter,Holiday,Yes,1.9,82,Very High,4.3,Moderate,0.5,No Rain,0.0,No Snow,128
2017-12-24,2017,Dec,24,19,Sunday,False,Winter,Holiday,Yes,1.1,68,High,4.4,Moderate,0.0,No Rain,0.0,No Snow,132
2017-12-24,2017,Dec,24,20,Sunday,False,Winter,Holiday,Yes,0.6,67,High,3.3,Light,0.0,No Rain,0.0,No Snow,116
2017-12-24,2017,Dec,24,21,Sunday,False,Winter,Holiday,Yes,0.4,69,High,3.5,Light,0.0,No Rain,0.0,No Snow,145
2017-12-24,2017,Dec,24,22,Sunday,False,Winter,Holiday,Yes,0.2,69,High,2.7,Light,0.0,No Rain,0.0,No Snow,110
2017-12-24,2017,Dec,24,23,Sunday,False,Winter,Holiday,Yes,0.0,63,High,3.2,Light,0.0,No Rain,0.0,No Snow,128
2017-12-25,2017,Dec,25,0,Monday,False,Winter,Holiday,Yes,-0.6,64,High,2.4,Light,0.0,No Rain,0.0,No Snow,160
2017-12-25,2017,Dec,25,1,Monday,False,Winter,Holiday,Yes,-1.2,57,Moderate,4.3,Moderate,0.0,No Rain,0.0,No Snow,132
2017-12-25,2017,Dec,25,2,Monday,False,Winter,Holiday,Yes,-1.8,53,Moderate,4.1,Moderate,0.0,No Rain,0.0,No Snow,115
2017-12-25,2017,Dec,25,3,Monday,False,Winter,Holiday,Yes,-2.3,52,Moderate,3.4,Light,0.0,No Rain,0.0,No Snow,100
2017-12-25,2017,Dec,25,4,Monday,False,Winter,Holiday,Yes,-3.0,51,Moderate,3.2,Light,0.0,No Rain,0.0,No Snow,72
2017-12-25,2017,Dec,25,5,Monday,False,Winter,Holiday,Yes,-3.7,51,Moderate,2.6,Light,0.0,No Rain,0.0,No Snow,32
2017-12-25,2017,Dec,25,6,Monday,False,Winter,Holiday,Yes,-4.1,50,Moderate,3.0,Light,0.0,No Rain,0.0,No Snow,59
2017-12-25,2017,Dec,25,7,Monday,False,Winter,Holiday,Yes,-4.6,46,Moderate,2.8,Light,0.0,No Rain,0.0,No Snow,61
2017-12-25,2017,Dec,25,8,Monday,False,Winter,Holiday,Yes,-4.9,44,Moderate,3.0,Light,0.0,No Rain,0.0,No Snow,94
2017-12-25,2017,Dec,25,9,Monday,False,Winter,Holiday,Yes,-4.6,40,Low,3.5,Light,0.0,No Rain,0.0,No Snow,107
2017-12-25,2017,Dec,25,10,Monday,False,Winter,Holiday,Yes,-3.7,35,Low,3.7,Light,0.0,No Rain,0.0,No Snow,133
2017-12-25,2017,Dec,25,11,Monday,False,Winter,Holiday,Yes,-2.8,35,Low,2.9,Light,0.0,No Rain,0.0,No Snow,179
2017-12-25,2017,Dec,25,12,Monday,False,Winter,Holiday,Yes,-1.6,33,Low,2.5,Light,0.0,No Rain,0.0,No Snow,221
2017-12-25,2017,Dec,25,13,Monday,False,Winter,Holiday,Yes,-1.5,33,Low,3.8,Light,0.0,No Rain,0.0,No Snow,244
2017-12-25,2017,Dec,25,14,Monday,False,Winter,Holiday,Yes,-0.4,31,Low,2.0,Calm,0.0,No Rain,0.0,No Snow,274
2017-12-25,2017,Dec,25,15,Monday,False,Winter,Holiday,Yes,0.4,28,Low,2.5,Light,0.0,No Rain,0.0,No Snow,319
2017-12-25,2017,Dec,25,16,Monday,False,Winter,Holiday,Yes,0.4,27,Low,2.0,Calm,0.0,No Rain,0.0,No Snow,272
2017-12-25,2017,Dec,25,17,Monday,False,Winter,Holiday,Yes,-0.7,29,Low,2.0,Calm,0.0,No Rain,0.0,No Snow,260
2017-12-25,2017,Dec,25,18,Monday,False,Winter,Holiday,Yes,-1.6,33,Low,2.0,Calm,0.0,No Rain,0.0,No Snow,237
2017-12-25,2017,Dec,25,19,Monday,False,Winter,Holiday,Yes,-1.8,41,Moderate,2.1,Light,0.0,No Rain,0.0,No Snow,184
2017-12-25,2017,Dec,25,20,Monday,False,Winter,Holiday,Yes,-2.1,49,Moderate,1.7,Calm,0.0,No Rain,0.0,No Snow,181
2017-12-25,2017,Dec,25,21,Monday,False,Winter,Holiday,Yes,-1.7,51,Moderate,1.7,Calm,0.0,No Rain,0.0,No Snow,185
2017-12-25,2017,Dec,25,22,Monday,False,Winter,Holiday,Yes,-1.3,53,Moderate,1.7,Calm,0.0,No Rain,0.0,No Snow,176
2017-12-25,2017,Dec,25,23,Monday,False,Winter,Holiday,Yes,-1.0,55,Moderate,1.9,Calm,0.0,No Rain,0.0,No Snow,169
2017-12-26,2017,Dec,26,0,Tuesday,True,Winter,No Holiday,Yes,-1.4,58,Moderate,1.0,Calm,0.0,No Rain,0.0,No Snow,178
2017-12-26,2017,Dec,26,1,Tuesday,True,Winter,No Holiday,Yes,-1.5,62,High,1.3,Calm,0.0,No Rain,0.0,No Snow,127
2017-12-26,2017,Dec,26,2,Tuesday,True,Winter,No Holiday,Yes,-2.1,69,High,1.0,Calm,0.0,No Rain,0.0,No Snow,85
2017-12-26,2017,Dec,26,3,Tuesday,True,Winter,No Holiday,Yes,-2.6,70,High,1.0,Calm,0.0,No Rain,0.0,No Snow,72
2017-12-26,2017,Dec,26,4,Tuesday,True,Winter,No Holiday,Yes,-2.6,72,High,1.4,Calm,0.0,No Rain,0.0,No Snow,49
2017-12-26,2017,Dec,26,5,Tuesday,True,Winter,No Holiday,Yes,-2.9,77,High,0.8,Calm,0.0,No Rain,0.0,No Snow,65
2017-12-26,2017,Dec,26,6,Tuesday,True,Winter,No Holiday,Yes,-2.8,73,High,0.7,Calm,0.0,No Rain,0.0,No Snow,120
2017-12-26,2017,Dec,26,7,Tuesday,True,Winter,No Holiday,Yes,-2.9,73,High,1.9,Calm,0.0,No Rain,0.0,No Snow,296
2017-12-26,2017,Dec,26,8,Tuesday,True,Winter,No Holiday,Yes,-2.7,68,High,2.2,Light,0.0,No Rain,0.0,No Snow,578
2017-12-26,2017,Dec,26,9,Tuesday,True,Winter,No Holiday,Yes,-2.8,52,Moderate,2.9,Light,0.0,No Rain,0.0,No Snow,293
2017-12-26,2017,Dec,26,10,Tuesday,True,Winter,No Holiday,Yes,-2.2,36,Low,4.1,Moderate,0.0,No Rain,0.0,No Snow,180
2017-12-26,2017,Dec,26,11,Tuesday,True,Winter,No Holiday,Yes,-2.1,28,Low,4.9,Moderate,0.0,No Rain,0.0,No Snow,250
2017-12-26,2017,Dec,26,12,Tuesday,True,Winter,No Holiday,Yes,-1.3,23,Low,4.0,Light,0.0,No Rain,0.0,No Snow,262
2017-12-26,2017,Dec,26,13,Tuesday,True,Winter,No Holiday,Yes,-2.0,15,Low,4.7,Moderate,0.0,No Rain,0.0,No Snow,262
2017-12-26,2017,Dec,26,14,Tuesday,True,Winter,No Holiday,Yes,-1.6,20,Low,4.3,Moderate,0.0,No Rain,0.0,No Snow,271
2017-12-26,2017,Dec,26,15,Tuesday,True,Winter,No Holiday,Yes,-1.9,17,Low,5.0,Moderate,0.0,No Rain,0.0,No Snow,246
2017-12-26,2017,Dec,26,16,Tuesday,True,Winter,No Holiday,Yes,-1.9,17,Low,3.3,Light,0.0,No Rain,0.0,No Snow,282
2017-12-26,2017,Dec,26,17,Tuesday,True,Winter,No Holiday,Yes,-3.6,20,Low,3.7,Light,0.0,No Rain,0.0,No Snow,350
2017-12-26,2017,Dec,26,18,Tuesday,True,Winter,No Holiday,Yes,-4.7,23,Low,3.4,Light,0.0,No Rain,0.0,No Snow,481
2017-12-26,2017,Dec,26,19,Tuesday,True,Winter,No Holiday,Yes,-5.4,27,Low,3.0,Light,0.0,No Rain,0.0,No Snow,317
2017-12-26,2017,Dec,26,20,Tuesday,True,Winter,No Holiday,Yes,-6.1,32,Low,4.7,Moderate,0.0,No Rain,0.0,No Snow,252
2017-12-26,2017,Dec,26,21,Tuesday,True,Winter,No Holiday,Yes,-6.6,39,Low,3.2,Light,0.0,No Rain,0.0,No Snow,220
2017-12-26,2017,Dec,26,22,Tuesday,True,Winter,No Holiday,Yes,-7.2,38,Low,3.1,Light,0.0,No Rain,0.0,No Snow,213
2017-12-26,2017,Dec,26,23,Tuesday,True,Winter,No Holiday,Yes,-7.5,37,Low,3.1,Light,0.0,No Rain,0.0,No Snow,156
2017-12-27,2017,Dec,27,0,Wednesday,True,Winter,No Holiday,Yes,-7.9,37,Low,2.2,Light,0.0,No Rain,0.0,No Snow,133
2017-12-27,2017,Dec,27,1,Wednesday,True,Winter,No Holiday,Yes,-8.2,39,Low,1.8,Calm,0.0,No Rain,0.0,No Snow,142
2017-12-27,2017,Dec,27,2,Wednesday,True,Winter,No Holiday,Yes,-8.6,37,Low,1.5,Calm,0.0,No Rain,0.0,No Snow,93
2017-12-27,2017,Dec,27,3,Wednesday,True,Winter,No Holiday,Yes,-9.1,37,Low,1.0,Calm,0.0,No Rain,0.0,No Snow,81
2017-12-27,2017,Dec,27,4,Wednesday,True,Winter,No Holiday,Yes,-9.1,33,Low,2.3,Light,0.0,No Rain,0.0,No Snow,55
2017-12-27,2017,Dec,27,5,Wednesday,True,Winter,No Holiday,Yes,-9.4,36,Low,1.9,Calm,0.0,No Rain,0.0,No Snow,66
2017-12-27,2017,Dec,27,6,Wednesday,True,Winter,No Holiday,Yes,-9.8,37,Low,1.7,Calm,0.0,No Rain,0.0,No Snow,105
2017-12-27,2017,Dec,27,7,Wednesday,True,Winter,No Holiday,Yes,-10.1,38,Low,2.3,Light,0.0,No Rain,0.0,No Snow,262
2017-12-27,2017,Dec,27,8,Wednesday,True,Winter,No Holiday,Yes,-10.2,35,Low,1.8,Calm,0.0,No Rain,0.0,No Snow,502
2017-12-27,2017,Dec,27,9,Wednesday,True,Winter,No Holiday,Yes,-9.8,33,Low,2.0,Calm,0.0,No Rain,0.0,No Snow,279
2017-12-27,2017,Dec,27,10,Wednesday,True,Winter,No Holiday,Yes,-8.5,29,Low,2.4,Light,0.0,No Rain,0.0,No Snow,146
2017-12-27,2017,Dec,27,11,Wednesday,True,Winter,No Holiday,Yes,-6.8,28,Low,2.1,Light,0.0,No Rain,0.0,No Snow,213
2017-12-27,2017,Dec,27,12,Wednesday,True,Winter,No Holiday,Yes,-5.5,21,Low,2.1,Light,0.0,No Rain,0.0,No Snow,230
2017-12-27,2017,Dec,27,13,Wednesday,True,Winter,No Holiday,Yes,-4.7,18,Low,3.7,Light,0.0,No Rain,0.0,No Snow,258
2017-12-27,2017,Dec,27,14,Wednesday,True,Winter,No Holiday,Yes,-4.0,18,Low,2.4,Light,0.0,No Rain,0.0,No Snow,231
2017-12-27,2017,Dec,27,15,Wednesday,True,Winter,No Holiday,Yes,-3.1,16,Low,2.2,Light,0.0,No Rain,0.0,No Snow,228
2017-12-27,2017,Dec,27,16,Wednesday,True,Winter,No Holiday,Yes,-3.2,23,Low,2.7,Light,0.0,No Rain,0.0,No Snow,269
2017-12-27,2017,Dec,27,17,Wednesday,True,Winter,No Holiday,Yes,-4.2,26,Low,2.2,Light,0.0,No Rain,0.0,No Snow,314
2017-12-27,2017,Dec,27,18,Wednesday,True,Winter,No Holiday,Yes,-5.2,32,Low,2.2,Light,0.0,No Rain,0.0,No Snow,466
2017-12-27,2017,Dec,27,19,Wednesday,True,Winter,No Holiday,Yes,-5.5,31,Low,2.1,Light,0.0,No Rain,0.0,No Snow,315
2017-12-27,2017,Dec,27,20,Wednesday,True,Winter,No Holiday,Yes,-5.9,34,Low,0.9,Calm,0.0,No Rain,0.0,No Snow,262
2017-12-27,2017,Dec,27,21,Wednesday,True,Winter,No Holiday,Yes,-6.4,34,Low,1.2,Calm,0.0,No Rain,0.0,No Snow,242
2017-12-27,2017,Dec,27,22,Wednesday,True,Winter,No Holiday,Yes,-6.4,36,Low,1.3,Calm,0.0,No Rain,0.0,No Snow,243
2017-12-27,2017,Dec,27,23,Wednesday,True,Winter,No Holiday,Yes,-6.3,39,Low,0.9,Calm,0.0,No Rain,0.0,No Snow,216
2017-12-28,2017,Dec,28,0,Thursday,True,Winter,No Holiday,Yes,-6.5,41,Moderate,1.7,Calm,0.0,No Rain,0.0,No Snow,164
2017-12-28,2017,Dec,28,1,Thursday,True,Winter,No Holiday,Yes,-6.6,39,Low,1.4,Calm,0.0,No Rain,0.0,No Snow,169
2017-12-28,2017,Dec,28,2,Thursday,True,Winter,No Holiday,Yes,-6.6,34,Low,1.8,Calm,0.0,No Rain,0.0,No Snow,163
2017-12-28,2017,Dec,28,3,Thursday,True,Winter,No Holiday,Yes,-6.0,32,Low,2.5,Light,0.0,No Rain,0.0,No Snow,86
2017-12-28,2017,Dec,28,4,Thursday,True,Winter,No Holiday,Yes,-5.8,32,Low,1.6,Calm,0.0,No Rain,0.0,No Snow,50
2017-12-28,2017,Dec,28,5,Thursday,True,Winter,No Holiday,Yes,-5.7,28,Low,1.2,Calm,0.0,No Rain,0.0,No Snow,61
2017-12-28,2017,Dec,28,6,Thursday,True,Winter,No Holiday,Yes,-5.5,24,Low,0.5,Calm,0.0,No Rain,0.0,No Snow,103
2017-12-28,2017,Dec,28,7,Thursday,True,Winter,No Holiday,Yes,-5.0,31,Low,0.5,Calm,0.0,No Rain,0.0,No Snow,257
2017-12-28,2017,Dec,28,8,Thursday,True,Winter,No Holiday,Yes,-4.7,30,Low,0.6,Calm,0.0,No Rain,0.0,No Snow,554
2017-12-28,2017,Dec,28,9,Thursday,True,Winter,No Holiday,Yes,-4.3,38,Low,0.7,Calm,0.0,No Rain,0.0,No Snow,326
2017-12-28,2017,Dec,28,10,Thursday,True,Winter,No Holiday,Yes,-3.4,33,Low,1.3,Calm,0.0,No Rain,0.0,No Snow,225
2017-12-28,2017,Dec,28,11,Thursday,True,Winter,No Holiday,Yes,-2.1,34,Low,1.0,Calm,0.0,No Rain,0.0,No Snow,288
2017-12-28,2017,Dec,28,12,Thursday,True,Winter,No Holiday,Yes,-0.8,38,Low,1.0,Calm,0.0,No Rain,0.0,No Snow,286
2017-12-28,2017,Dec,28,13,Thursday,True,Winter,No Holiday,Yes,0.8,46,Moderate,1.4,Calm,0.0,No Rain,0.0,No Snow,301
2017-12-28,2017,Dec,28,14,Thursday,True,Winter,No Holiday,Yes,0.8,55,Moderate,1.8,Calm,0.0,No Rain,0.0,No Snow,311
2017-12-28,2017,Dec,28,15,Thursday,True,Winter,No Holiday,Yes,0.4,57,Moderate,2.4,Light,0.0,No Rain,0.0,No Snow,303
2017-12-28,2017,Dec,28,16,Thursday,True,Winter,No Holiday,Yes,0.3,57,Moderate,2.3,Light,0.0,No Rain,0.0,No Snow,390
2017-12-28,2017,Dec,28,17,Thursday,True,Winter,No Holiday,Yes,0.2,58,Moderate,2.0,Calm,0.0,No Rain,0.0,No Snow,407
2017-12-28,2017,Dec,28,18,Thursday,True,Winter,No Holiday,Yes,-0.6,62,High,1.6,Calm,0.0,No Rain,0.0,No Snow,552
2017-12-28,2017,Dec,28,19,Thursday,True,Winter,No Holiday,Yes,-0.4,62,High,0.9,Calm,0.0,No Rain,0.0,No Snow,402
2017-12-28,2017,Dec,28,20,Thursday,True,Winter,No Holiday,Yes,-0.3,62,High,1.3,Calm,0.0,No Rain,0.0,No Snow,319
2017-12-28,2017,Dec,28,21,Thursday,True,Winter,No Holiday,Yes,-0.2,62,High,0.6,Calm,0.0,No Rain,0.0,No Snow,332
2017-12-28,2017,Dec,28,22,Thursday,True,Winter,No Holiday,Yes,0.0,63,High,1.3,Calm,0.0,No Rain,0.0,No Snow,285
2017-12-28,2017,Dec,28,23,Thursday,True,Winter,No Holiday,Yes,0.1,63,High,1.1,Calm,0.0,No Rain,0.0,No Snow,260
2017-12-29,2017,Dec,29,0,Friday,True,Winter,No Holiday,Yes,0.2,63,High,0.7,Calm,0.0,No Rain,0.0,No Snow,233
2017-12-29,2017,Dec,29,1,Friday,True,Winter,No Holiday,Yes,0.3,63,High,0.7,Calm,0.0,No Rain,0.0,No Snow,269
2017-12-29,2017,Dec,29,2,Friday,True,Winter,No Holiday,Yes,0.5,63,High,1.0,Calm,0.0,No Rain,0.0,No Snow,210
2017-12-29,2017,Dec,29,3,Friday,True,Winter,No Holiday,Yes,0.6,64,High,0.4,Calm,0.0,No Rain,0.0,No Snow,135
2017-12-29,2017,Dec,29,4,Friday,True,Winter,No Holiday,Yes,0.6,65,High,0.4,Calm,0.0,No Rain,0.0,No Snow,85
2017-12-29,2017,Dec,29,5,Friday,True,Winter,No Holiday,Yes,0.7,66,High,0.7,Calm,0.0,No Rain,0.0,No Snow,67
2017-12-29,2017,Dec,29,6,Friday,True,Winter,No Holiday,Yes,0.8,68,High,0.6,Calm,0.0,No Rain,0.0,No Snow,128
2017-12-29,2017,Dec,29,7,Friday,True,Winter,No Holiday,Yes,0.9,67,High,0.6,Calm,0.0,No Rain,0.0,No Snow,289
2017-12-29,2017,Dec,29,8,Friday,True,Winter,No Holiday,Yes,1.0,68,High,0.6,Calm,0.0,No Rain,0.0,No Snow,636
2017-12-29,2017,Dec,29,9,Friday,True,Winter,No Holiday,Yes,1.2,67,High,0.2,Calm,0.0,No Rain,0.0,No Snow,353
2017-12-29,2017,Dec,29,10,Friday,True,Winter,No Holiday,Yes,1.9,65,High,0.3,Calm,0.0,No Rain,0.0,No Snow,252
2017-12-29,2017,Dec,29,11,Friday,True,Winter,No Holiday,Yes,3.1,62,High,1.1,Calm,0.0,No Rain,0.0,No Snow,317
2017-12-29,2017,Dec,29,12,Friday,True,Winter,No Holiday,Yes,4.3,62,High,1.6,Calm,0.0,No Rain,0.0,No Snow,363
2017-12-29,2017,Dec,29,13,Friday,True,Winter,No Holiday,Yes,5.2,58,Moderate,2.5,Light,0.0,No Rain,0.0,No Snow,370
2017-12-29,2017,Dec,29,14,Friday,True,Winter,No Holiday,Yes,5.7,54,Moderate,3.5,Light,0.0,No Rain,0.0,No Snow,419
2017-12-29,2017,Dec,29,15,Friday,True,Winter,No Holiday,Yes,5.7,53,Moderate,2.7,Light,0.0,No Rain,0.0,No Snow,426
2017-12-29,2017,Dec,29,16,Friday,True,Winter,No Holiday,Yes,5.4,56,Moderate,2.2,Light,0.0,No Rain,0.0,No Snow,504
2017-12-29,2017,Dec,29,17,Friday,True,Winter,No Holiday,Yes,4.5,59,Moderate,1.6,Calm,0.0,No Rain,0.0,No Snow,534
2017-12-29,2017,Dec,29,18,Friday,True,Winter,No Holiday,Yes,3.6,62,High,1.4,Calm,0.0,No Rain,0.0,No Snow,574
2017-12-29,2017,Dec,29,19,Friday,True,Winter,No Holiday,Yes,2.7,68,High,1.2,Calm,0.0,No Rain,0.0,No Snow,395
2017-12-29,2017,Dec,29,20,Friday,True,Winter,No Holiday,Yes,1.7,73,High,0.5,Calm,0.0,No Rain,0.0,No Snow,292
2017-12-29,2017,Dec,29,21,Friday,True,Winter,No Holiday,Yes,1.0,77,High,1.5,Calm,0.0,No Rain,0.0,No Snow,282
2017-12-29,2017,Dec,29,22,Friday,True,Winter,No Holiday,Yes,0.8,77,High,1.4,Calm,0.0,No Rain,0.0,No Snow,294
2017-12-29,2017,Dec,29,23,Friday,True,Winter,No Holiday,Yes,0.3,80,High,0.8,Calm,0.0,No Rain,0.0,No Snow,236
2017-12-30,2017,Dec,30,0,Saturday,False,Winter,No Holiday,Yes,-0.4,83,Very High,1.2,Calm,0.0,No Rain,0.0,No Snow,240
2017-12-30,2017,Dec,30,1,Saturday,False,Winter,No Holiday,Yes,-0.5,83,Very High,0.7,Calm,0.0,No Rain,0.0,No Snow,234
2017-12-30,2017,Dec,30,2,Saturday,False,Winter,No Holiday,Yes,-0.9,84,Very High,0.6,Calm,0.0,No Rain,0.0,No Snow,192
2017-12-30,2017,Dec,30,3,Saturday,False,Winter,No Holiday,Yes,-1.1,83,Very High,0.8,Calm,0.0,No Rain,0.0,No Snow,127
2017-12-30,2017,Dec,30,4,Saturday,False,Winter,No Holiday,Yes,-1.1,83,Very High,0.7,Calm,0.0,No Rain,0.0,No Snow,86
2017-12-30,2017,Dec,30,5,Saturday,False,Winter,No Holiday,Yes,-1.2,81,Very High,0.8,Calm,0.0,No Rain,0.0,No Snow,52
2017-12-30,2017,Dec,30,6,Saturday,False,Winter,No Holiday,Yes,-1.1,81,Very High,1.0,Calm,0.0,No Rain,0.0,No Snow,62
2017-12-30,2017,Dec,30,7,Saturday,False,Winter,No Holiday,Yes,-0.7,79,High,0.7,Calm,0.0,No Rain,0.0,No Snow,88
2017-12-30,2017,Dec,30,8,Saturday,False,Winter,No Holiday,Yes,-0.4,78,High,0.5,Calm,0.0,No Rain,0.0,No Snow,162
2017-12-30,2017,Dec,30,9,Saturday,False,Winter,No Holiday,Yes,0.2,76,High,1.3,Calm,0.0,No Rain,0.0,No Snow,224
2017-12-30,2017,Dec,30,10,Saturday,False,Winter,No Holiday,Yes,0.8,73,High,0.5,Calm,0.0,No Rain,0.0,No Snow,208
2017-12-30,2017,Dec,30,11,Saturday,False,Winter,No Holiday,Yes,2.0,69,High,1.0,Calm,0.0,No Rain,0.0,No Snow,237
2017-12-30,2017,Dec,30,12,Saturday,False,Winter,No Holiday,Yes,3.2,64,High,0.8,Calm,0.0,No Rain,0.0,No Snow,274
2017-12-30,2017,Dec,30,13,Saturday,False,Winter,No Holiday,Yes,4.0,62,High,1.0,Calm,0.0,No Rain,0.0,No Snow,333
2017-12-30,2017,Dec,30,14,Saturday,False,Winter,No Holiday,Yes,4.3,60,Moderate,1.2,Calm,0.0,No Rain,0.0,No Snow,356
2017-12-30,2017,Dec,30,15,Saturday,False,Winter,No Holiday,Yes,4.3,61,High,0.7,Calm,0.0,No Rain,0.0,No Snow,337
2017-12-30,2017,Dec,30,16,Saturday,False,Winter,No Holiday,Yes,4.1,63,High,0.7,Calm,0.0,No Rain,0.0,No Snow,345
2017-12-30,2017,Dec,30,17,Saturday,False,Winter,No Holiday,Yes,3.8,64,High,0.9,Calm,0.0,No Rain,0.0,No Snow,183
2017-12-30,2017,Dec,30,18,Saturday,False,Winter,No Holiday,Yes,3.0,84,Very High,1.7,Calm,0.3,No Rain,0.0,No Snow,45
2017-12-30,2017,Dec,30,19,Saturday,False,Winter,No Holiday,Yes,2.3,89,Very High,0.6,Calm,0.0,No Rain,0.0,No Snow,40
2017-12-30,2017,Dec,30,20,Saturday,False,Winter,No Holiday,Yes,1.9,90,Very High,0.9,Calm,0.0,No Rain,0.0,No Snow,66
2017-12-30,2017,Dec,30,21,Saturday,False,Winter,No Holiday,Yes,1.8,92,Very High,1.1,Calm,0.2,No Rain,0.0,No Snow,64
2017-12-30,2017,Dec,30,22,Saturday,False,Winter,No Holiday,Yes,1.8,92,Very High,1.2,Calm,0.0,No Rain,0.0,No Snow,30
2017-12-30,2017,Dec,30,23,Saturday,False,Winter,No Holiday,Yes,1.4,92,Very High,1.9,Calm,0.0,No Rain,0.0,No Snow,42
2017-12-31,2017,Dec,31,0,Sunday,False,Winter,Holiday,Yes,0.9,95,Very High,1.8,Calm,0.2,No Rain,0.2,Light,43
2017-12-31,2017,Dec,31,1,Sunday,False,Winter,Holiday,Yes,0.5,95,Very High,2.1,Light,0.0,No Rain,0.6,Light,43
2017-12-31,2017,Dec,31,2,Sunday,False,Winter,Holiday,Yes,0.4,95,Very High,1.7,Calm,0.0,No Rain,1.2,Moderate,65
2017-12-31,2017,Dec,31,3,Sunday,False,Winter,Holiday,Yes,0.3,91,Very High,2.0,Calm,1.0,No Rain,1.2,Moderate,65
2017-12-31,2017,Dec,31,4,Sunday,False,Winter,Holiday,Yes,-0.2,87,Very High,3.5,Light,0.0,No Rain,1.2,Moderate,32
2017-12-31,2017,Dec,31,5,Sunday,False,Winter,Holiday,Yes,-0.8,85,Very High,2.8,Light,0.0,No Rain,1.2,Moderate,22
2017-12-31,2017,Dec,31,6,Sunday,False,Winter,Holiday,Yes,-1.3,84,Very High,2.4,Light,0.0,No Rain,1.2,Moderate,25
2017-12-31,2017,Dec,31,7,Sunday,False,Winter,Holiday,Yes,-1.8,86,Very High,1.7,Calm,0.0,No Rain,1.2,Moderate,39
2017-12-31,2017,Dec,31,8,Sunday,False,Winter,Holiday,Yes,-2.1,86,Very High,1.4,Calm,0.0,No Rain,1.2,Moderate,84
2017-12-31,2017,Dec,31,9,Sunday,False,Winter,Holiday,Yes,-1.9,82,Very High,1.6,Calm,0.0,No Rain,1.2,Moderate,103
2017-12-31,2017,Dec,31,10,Sunday,False,Winter,Holiday,Yes,-0.5,73,High,1.7,Calm,0.0,No Rain,1.1,Moderate,110
2017-12-31,2017,Dec,31,11,Sunday,False,Winter,Holiday,Yes,0.8,62,High,2.8,Light,0.0,No Rain,1.1,Moderate,142
2017-12-31,2017,Dec,31,12,Sunday,False,Winter,Holiday,Yes,1.4,47,Moderate,4.5,Moderate,0.0,No Rain,1.0,Light,209
2017-12-31,2017,Dec,31,13,Sunday,False,Winter,Holiday,Yes,2.5,36,Low,3.7,Light,0.0,No Rain,0.7,Light,267
2017-12-31,2017,Dec,31,14,Sunday,False,Winter,Holiday,Yes,3.0,28,Low,3.8,Light,0.0,No Rain,0.0,No Snow,262
2017-12-31,2017,Dec,31,15,Sunday,False,Winter,Holiday,Yes,3.1,25,Low,3.9,Light,0.0,No Rain,0.0,No Snow,300
2017-12-31,2017,Dec,31,16,Sunday,False,Winter,Holiday,Yes,2.7,26,Low,2.7,Light,0.0,No Rain,0.0,No Snow,272
2017-12-31,2017,Dec,31,17,Sunday,False,Winter,Holiday,Yes,1.7,30,Low,2.9,Light,0.0,No Rain,0.0,No Snow,240
2017-12-31,2017,Dec,31,18,Sunday,False,Winter,Holiday,Yes,0.7,31,Low,2.3,Light,0.0,No Rain,0.0,No Snow,215
2017-12-31,2017,Dec,31,19,Sunday,False,Winter,Holiday,Yes,0.0,31,Low,2.2,Light,0.0,No Rain,0.0,No Snow,163
2017-12-31,2017,Dec,31,20,Sunday,False,Winter,Holiday,Yes,-1.0,32,Low,0.9,Calm,0.0,No Rain,0.0,No Snow,161
2017-12-31,2017,Dec,31,21,Sunday,False,Winter,Holiday,Yes,-1.6,35,Low,1.0,Calm,0.0,No Rain,0.0,No Snow,179
2017-12-31,2017,Dec,31,22,Sunday,False,Winter,Holiday,Yes,-2.1,36,Low,1.7,Calm,0.0,No Rain,0.0,No Snow,155
